Orthogroup	adv	ath	aza	azd	azi	bced	bvi	cyq	cza	dor	eba	lcm	magx	parb	rrz	shd	sscu	tmz
OG0028888											eba_CAI10225.1							
OG0028889											eba_CAI10227.1							
OG0028890											eba_CAI10228.1							
OG0028891											eba_CAI10229.1							
OG0028892											eba_CAI10230.1							
OG0028893											eba_CAI10232.1							
OG0028894											eba_CAI10234.1							
OG0028895											eba_CAI10235.1							
OG0028896											eba_CAI10237.1							
OG0028897											eba_CAI10238.1							
OG0028898											eba_CAI10239.1							
OG0028899											eba_CAI10240.1							
OG0028900											eba_CAI10242.1							
OG0028901											eba_CAI10244.1							
OG0028902											eba_CAI10245.1							
OG0028903											eba_CAI10246.1							
OG0028904											eba_CAI10247.1							
OG0028905											eba_CAI10249.1							
OG0028906											eba_CAI10250.1							
OG0028907											eba_CAI10252.1							
OG0028908											eba_CAI10253.1							
OG0028909											eba_CAI10258.1							
OG0028910											eba_CAI10260.1							
OG0028911											eba_CAI10261.1							
OG0028912											eba_CAI10264.1							
OG0028913											eba_CAI10265.1							
OG0028914											eba_CAI10266.1							
OG0028915											eba_CAI10268.1							
OG0028916											eba_CAI10269.1							
OG0028917											eba_CAI10270.1							
OG0028918											eba_CAI10271.1							
OG0028919											eba_CAI10272.1							
OG0028920											eba_CAI10273.1							
OG0028921											eba_CAI10274.1							
OG0028922											eba_CAI10275.1							
OG0028923											eba_CAI10276.1							
OG0028924											eba_CAI10277.1							
OG0028925											eba_CAI10278.1							
OG0028926											eba_CAI10279.1							
OG0028927											eba_CAI10280.1							
OG0028928											eba_CAI10281.1							
OG0028929											eba_CAI10282.1							
OG0028930											eba_CAI10288.1							
OG0028931											eba_CAI10289.1							
OG0028932											eba_CAI10290.1							
OG0028933											eba_CAI10291.1							
OG0028934											eba_CAI10292.1							
OG0028935											eba_CAI10293.1							
OG0028936											eba_CAI10294.1							
OG0028937											eba_CAI10295.1							
OG0028938											eba_CAI10297.1							
OG0028939											eba_CAI10306.1							
OG0028940											eba_CAI10307.1							
OG0028941											eba_CAI10308.1							
OG0028942											eba_CAI10309.1							
OG0028943											eba_CAI10310.1							
OG0028944											eba_CAI10311.1							
OG0028945											eba_CAI10312.1							
OG0028946											eba_CAI10314.1							
OG0028947											eba_CAI10318.1							
OG0028948											eba_CAI10320.1							
OG0028949											eba_CAI10321.1							
OG0028950											eba_CAI10323.1							
OG0028951											eba_CAI10324.1							
OG0028952											eba_CAI10325.1							
OG0028953											eba_CAI10326.1							
OG0028954											eba_CAI10328.1							
OG0028955											eba_CAI10329.1							
OG0028956											eba_CAI10333.1							
OG0028957											eba_CAI10334.1							
OG0028958											eba_CAI10335.1							
OG0028959											eba_CAI10337.1							
OG0028960											eba_CAI10340.1							
OG0028961											eba_CAI10346.1							
OG0028962											eba_CAI10350.1							
OG0028963											eba_CAI10351.1							
OG0028964											eba_CAI10356.1							
OG0028965											eba_CAI10357.1							
OG0028966											eba_CAI10361.1							
OG0028967											eba_CAI10372.1							
OG0028968											eba_CAI10382.1							
OG0028969											eba_CAI10383.1							
OG0028970											eba_CAI10384.1							
OG0028971											eba_CAI10385.1							
OG0028972											eba_CAI10387.1							
OG0028973											eba_CAI10388.1							
OG0028974											eba_CAI10391.1							
OG0028975											eba_CAI10393.1							
OG0028976											eba_CAI10394.1							
OG0028977											eba_CAI10395.1							
OG0028978											eba_CAI10399.1							
OG0028979											eba_CAI10400.1							
OG0028980											eba_CAI10402.1							
OG0028981											eba_CAI10403.1							
OG0028982											eba_CAI10404.1							
OG0028983											eba_CAI10405.1							
OG0028984											eba_CAI10406.1							
OG0028985											eba_CAI10407.1							
OG0028986											eba_CAI10409.1							
OG0028987											eba_CAI10410.1							
OG0028988											eba_CAI10412.1							
OG0028989											eba_CAI10413.1							
OG0028990											eba_CAI10414.1							
OG0028991											eba_CAI10415.1							
OG0028992											eba_CAI10416.1							
OG0028993											eba_CAI10417.1							
OG0028994											eba_CAI10418.1							
OG0028995											eba_CAI10420.1							
OG0028996											eba_CAI10421.1							
OG0028997											eba_CAI10422.1							
OG0028998											eba_CAI10424.1							
OG0028999											eba_CAI10425.1							
OG0029000											eba_CAI10426.1							
OG0029001											eba_CAI10427.1							
OG0029002											eba_CAI10428.1							
OG0029003											eba_CAI10429.1							
OG0029004											eba_CAI10430.1							
OG0029005											eba_CAI10431.1							
OG0029006											eba_CAI10432.1							
OG0029007											eba_CAI10433.1							
OG0029008											eba_CAI10436.1							
OG0029009											eba_CAI10438.1							
OG0029010											eba_CAI10439.1							
OG0029011											eba_CAI10441.1							
OG0029012											eba_CAI10442.1							
OG0029013											eba_CAI10444.1							
OG0029014											eba_CAI10445.1							
OG0029015											eba_CAI10446.1							
OG0029016											eba_CAI10447.1							
OG0029017											eba_CAI10449.1							
OG0029018											eba_CAI10450.1							
OG0029019											eba_CAI10451.1							
OG0029020											eba_CAI10454.1							
OG0029021											eba_CAI10455.1							
OG0029022											eba_CAI10456.1							
OG0029023											eba_CAI10457.1							
OG0029024											eba_CAI10458.1							
OG0029025											eba_CAI10459.1							
OG0029026											eba_CAI10461.1							
OG0029027											eba_CAI10464.1							
OG0029028											eba_CAI10465.1							
OG0029029											eba_CAI10466.1							
OG0029030											eba_CAI10467.1							
OG0029031											eba_CAI10468.1							
OG0029032											eba_CAI10469.1							
OG0029033											eba_CAI10470.1							
OG0029034											eba_CAI10471.1							
OG0029035											eba_CAI10473.1							
OG0029036											eba_CAI10474.1							
OG0029037											eba_CAI10494.1							
OG0029038											eba_CAI10496.1							
OG0029039											eba_CAI10497.1							
OG0029040											eba_CAI10498.1							
OG0029041											eba_CAI10499.1							
OG0029042											eba_CAI10501.1							
OG0029043											eba_CAI10502.1							
OG0029044											eba_CAI10503.1							
OG0029045											eba_CAI10504.1							
OG0029046											eba_CAI10505.1							
OG0029047											eba_CAI10506.1							
OG0029048											eba_CAI10508.1							
OG0029049											eba_CAI10510.1							
OG0029050											eba_CAI10511.1							
OG0029051											eba_CAI10512.1							
OG0029052											eba_CAI10513.1							
OG0029053											eba_CAI10514.1							
OG0029054											eba_CAI10515.1							
OG0029055											eba_CAI10516.1							
OG0029056											eba_CAI10518.1							
OG0029057											eba_CAI10521.1							
OG0029058											eba_CAI10522.1							
OG0029059											eba_CAI10523.1							
OG0029060											eba_CAI10524.1							
OG0029061											eba_CAI10525.1							
OG0029062											eba_CAI10526.1							
OG0029063											eba_CAI10527.1							
OG0029064											eba_CAI10535.1							
OG0029065											eba_CAI10549.1							
OG0029066											eba_CAI10552.1							
OG0029067											eba_CAI10558.1							
OG0029068											eba_CAI10559.1							
OG0029069											eba_CAI10565.1							
OG0029070											eba_CAI10568.1							
OG0029071											eba_CAI10569.1							
OG0029072											eba_CAI10576.1							
OG0029073											eba_CAI10592.1							
OG0029074											eba_CAI10625.1							
OG0029075											eba_CAI10627.1							
OG0029076											eba_CAI10629.1							
OG0029077											eba_CAI10630.1							
OG0029078											eba_CAI10641.1							
OG0029079											eba_CAI10650.1							
OG0029080											eba_CAI10651.1							
OG0029081											eba_CAI10655.1							
OG0029082											eba_CAI10660.1							
OG0029083											eba_CAI10661.1							
OG0029084											eba_CAI10669.1							
OG0029085											eba_CAI10677.1							
OG0029086											eba_CAI10679.1							
OG0029087											eba_CAI10684.1							
OG0029088											eba_CAI10689.1							
OG0029089											eba_CAI10690.1							
OG0029090											eba_CAI10701.1							
OG0029091											eba_CAI10707.1							
OG0029092											eba_CAI10716.1							
OG0029093											eba_CAI10717.1							
OG0029094												lcm_NP_008333.1						
OG0029095												lcm_NP_008337.1						
OG0029096												lcm_NP_008340.1						
OG0029097												lcm_XP_005986055.1						
OG0029098												lcm_XP_005986057.1						
OG0029099												lcm_XP_005986078.2						
OG0029100												lcm_XP_005986089.1						
OG0029101												lcm_XP_005986106.1						
OG0029102												lcm_XP_005986107.1						
OG0029103												lcm_XP_005986109.1						
OG0029104												lcm_XP_005986114.1						
OG0029105												lcm_XP_005986152.2						
OG0029106												lcm_XP_005986158.1						
OG0029107												lcm_XP_005986162.1						
OG0029108												lcm_XP_005986168.1						
OG0029109												lcm_XP_005986170.1						
OG0029110												lcm_XP_005986171.1						
OG0029111												lcm_XP_005986174.1						
OG0029112												lcm_XP_005986220.1						
OG0029113												lcm_XP_005986250.1						
OG0029114												lcm_XP_005986255.1						
OG0029115												lcm_XP_005986289.1						
OG0029116												lcm_XP_005986294.1						
OG0029117												lcm_XP_005986306.1						
OG0029118												lcm_XP_005986364.1						
OG0029119												lcm_XP_005986461.1						
OG0029120												lcm_XP_005986465.1						
OG0029121												lcm_XP_005986510.1						
OG0029122												lcm_XP_005986520.1						
OG0029123												lcm_XP_005986572.1						
OG0029124												lcm_XP_005986589.1						
OG0029125												lcm_XP_005986595.2						
OG0029126												lcm_XP_005986608.1						
OG0029127												lcm_XP_005986657.1						
OG0029128												lcm_XP_005986671.1						
OG0029129												lcm_XP_005986681.1						
OG0029130												lcm_XP_005986693.1						
OG0029131												lcm_XP_005986702.1						
OG0029132												lcm_XP_005986752.1						
OG0029133												lcm_XP_005986792.1						
OG0029134												lcm_XP_005986793.1						
OG0029135												lcm_XP_005986801.1						
OG0029136												lcm_XP_005986820.1						
OG0029137												lcm_XP_005986845.1						
OG0029138												lcm_XP_005986854.1						
OG0029139												lcm_XP_005986882.1						
OG0029140												lcm_XP_005986895.1						
OG0029141												lcm_XP_005986930.1						
OG0029142												lcm_XP_005986939.1						
OG0029143												lcm_XP_005986944.2						
OG0029144												lcm_XP_005986946.1						
OG0029145												lcm_XP_005986966.1						
OG0029146												lcm_XP_005987022.1						
OG0029147												lcm_XP_005987023.1						
OG0029148												lcm_XP_005987029.1						
OG0029149												lcm_XP_005987036.2						
OG0029150												lcm_XP_005987055.1						
OG0029151												lcm_XP_005987127.1						
OG0029152												lcm_XP_005987143.1						
OG0029153												lcm_XP_005987175.2						
OG0029154												lcm_XP_005987198.1						
OG0029155												lcm_XP_005987211.1						
OG0029156												lcm_XP_005987217.1						
OG0029157												lcm_XP_005987224.1						
OG0029158												lcm_XP_005987244.1						
OG0029159												lcm_XP_005987291.1						
OG0029160												lcm_XP_005987294.1						
OG0029161												lcm_XP_005987296.1						
OG0029162												lcm_XP_005987300.1						
OG0029163												lcm_XP_005987302.2						
OG0029164												lcm_XP_005987317.1						
OG0029165												lcm_XP_005987331.1						
OG0029166												lcm_XP_005987334.1						
OG0029167												lcm_XP_005987343.1						
OG0029168												lcm_XP_005987353.1						
OG0029169												lcm_XP_005987359.1						
OG0029170												lcm_XP_005987419.1						
OG0029171												lcm_XP_005987422.1						
OG0029172												lcm_XP_005987442.1						
OG0029173												lcm_XP_005987450.1						
OG0029174												lcm_XP_005987464.1						
OG0029175												lcm_XP_005987488.2						
OG0029176												lcm_XP_005987517.1						
OG0029177												lcm_XP_005987557.1						
OG0029178												lcm_XP_005987646.2						
OG0029179												lcm_XP_005987679.1						
OG0029180												lcm_XP_005987680.1						
OG0029181												lcm_XP_005987706.1						
OG0029182												lcm_XP_005987713.1						
OG0029183												lcm_XP_005987715.1						
OG0029184												lcm_XP_005987721.1						
OG0029185												lcm_XP_005987723.1						
OG0029186												lcm_XP_005987732.1						
OG0029187												lcm_XP_005987741.1						
OG0029188												lcm_XP_005987745.1						
OG0029189												lcm_XP_005987763.1						
OG0029190												lcm_XP_005987777.1						
OG0029191												lcm_XP_005987797.1						
OG0029192												lcm_XP_005987798.1						
OG0029193												lcm_XP_005987820.1						
OG0029194												lcm_XP_005987863.1						
OG0029195												lcm_XP_005987875.1						
OG0029196												lcm_XP_005987906.2						
OG0029197												lcm_XP_005987907.1						
OG0029198												lcm_XP_005987909.1						
OG0029199												lcm_XP_005987954.1						
OG0029200												lcm_XP_005987994.1						
OG0029201												lcm_XP_005988007.1						
OG0029202												lcm_XP_005988016.2						
OG0029203												lcm_XP_005988027.1						
OG0029204												lcm_XP_005988042.1						
OG0029205												lcm_XP_005988077.1						
OG0029206												lcm_XP_005988101.1						
OG0029207												lcm_XP_005988123.1						
OG0029208												lcm_XP_005988160.1						
OG0029209												lcm_XP_005988161.1						
OG0029210												lcm_XP_005988169.1						
OG0029211												lcm_XP_005988187.1						
OG0029212												lcm_XP_005988195.1						
OG0029213												lcm_XP_005988207.1						
OG0029214												lcm_XP_005988208.1						
OG0029215												lcm_XP_005988256.1						
OG0029216												lcm_XP_005988278.1						
OG0029217												lcm_XP_005988296.1						
OG0029218												lcm_XP_005988321.1						
OG0029219												lcm_XP_005988322.1						
OG0029220												lcm_XP_005988323.1						
OG0029221												lcm_XP_005988359.1						
OG0029222												lcm_XP_005988369.1						
OG0029223												lcm_XP_005988398.1						
OG0029224												lcm_XP_005988434.1						
OG0029225												lcm_XP_005988447.1						
OG0029226												lcm_XP_005988448.1						
OG0029227												lcm_XP_005988454.1						
OG0029228												lcm_XP_005988507.1						
OG0029229												lcm_XP_005988540.2						
OG0029230												lcm_XP_005988570.1						
OG0029231												lcm_XP_005988591.2						
OG0029232												lcm_XP_005988603.1						
OG0029233												lcm_XP_005988604.1						
OG0029234												lcm_XP_005988605.1						
OG0029235												lcm_XP_005988623.2						
OG0029236												lcm_XP_005988630.1						
OG0029237												lcm_XP_005988632.1						
OG0029238												lcm_XP_005988635.1						
OG0029239												lcm_XP_005988675.2						
OG0029240												lcm_XP_005988703.1						
OG0029241												lcm_XP_005988704.1						
OG0029242												lcm_XP_005988705.1						
OG0029243												lcm_XP_005988737.1						
OG0029244												lcm_XP_005988798.1						
OG0029245												lcm_XP_005988818.1						
OG0029246												lcm_XP_005988847.1						
OG0029247												lcm_XP_005988863.1						
OG0029248												lcm_XP_005988874.1						
OG0029249												lcm_XP_005988875.1						
OG0029250												lcm_XP_005988889.1						
OG0029251												lcm_XP_005988918.1						
OG0029252												lcm_XP_005988937.1						
OG0029253												lcm_XP_005988959.1						
OG0029254												lcm_XP_005988964.1						
OG0029255												lcm_XP_005989009.2						
OG0029256												lcm_XP_005989016.1						
OG0029257												lcm_XP_005989033.1						
OG0029258												lcm_XP_005989038.1						
OG0029259												lcm_XP_005989082.1						
OG0029260												lcm_XP_005989105.1						
OG0029261												lcm_XP_005989136.1						
OG0029262												lcm_XP_005989145.1						
OG0029263												lcm_XP_005989223.1						
OG0029264												lcm_XP_005989235.2						
OG0029265												lcm_XP_005989272.1						
OG0029266												lcm_XP_005989291.1						
OG0029267												lcm_XP_005989300.1						
OG0029268												lcm_XP_005989344.1						
OG0029269												lcm_XP_005989368.1						
OG0029270												lcm_XP_005989373.2						
OG0029271												lcm_XP_005989379.1						
OG0029272												lcm_XP_005989381.1						
OG0029273												lcm_XP_005989404.1						
OG0029274												lcm_XP_005989411.1						
OG0029275												lcm_XP_005989432.1						
OG0029276												lcm_XP_005989485.1						
OG0029277												lcm_XP_005989497.1						
OG0029278												lcm_XP_005989513.1						
OG0029279												lcm_XP_005989516.1						
OG0029280												lcm_XP_005989522.1						
OG0029281												lcm_XP_005989577.1						
OG0029282												lcm_XP_005989583.1						
OG0029283												lcm_XP_005989611.1						
OG0029284												lcm_XP_005989627.1						
OG0029285												lcm_XP_005989660.1						
OG0029286												lcm_XP_005989680.1						
OG0029287												lcm_XP_005989689.1						
OG0029288												lcm_XP_005989735.1						
OG0029289												lcm_XP_005989752.1						
OG0029290												lcm_XP_005989754.1						
OG0029291												lcm_XP_005989761.1						
OG0029292												lcm_XP_005989815.1						
OG0029293												lcm_XP_005989819.2						
OG0029294												lcm_XP_005989824.1						
OG0029295												lcm_XP_005989841.1						
OG0029296												lcm_XP_005989842.1						
OG0029297												lcm_XP_005989847.1						
OG0029298												lcm_XP_005989848.1						
OG0029299												lcm_XP_005989865.2						
OG0029300												lcm_XP_005989901.1						
OG0029301												lcm_XP_005989909.1						
OG0029302												lcm_XP_005989930.1						
OG0029303												lcm_XP_005989960.1						
OG0029304												lcm_XP_005989976.1						
OG0029305												lcm_XP_005989977.1						
OG0029306												lcm_XP_005990000.2						
OG0029307												lcm_XP_005990075.1						
OG0029308												lcm_XP_005990120.1						
OG0029309												lcm_XP_005990130.1						
OG0029310												lcm_XP_005990145.2						
OG0029311												lcm_XP_005990157.1						
OG0029312												lcm_XP_005990207.1						
OG0029313												lcm_XP_005990226.1						
OG0029314												lcm_XP_005990227.2						
OG0029315												lcm_XP_005990249.1						
OG0029316												lcm_XP_005990288.2						
OG0029317												lcm_XP_005990346.1						
OG0029318												lcm_XP_005990395.1						
OG0029319												lcm_XP_005990483.1						
OG0029320												lcm_XP_005990487.1						
OG0029321												lcm_XP_005990499.1						
OG0029322												lcm_XP_005990536.2						
OG0029323												lcm_XP_005990577.1						
OG0029324												lcm_XP_005990604.1						
OG0029325												lcm_XP_005990619.1						
OG0029326												lcm_XP_005990623.1						
OG0029327												lcm_XP_005990635.2						
OG0029328												lcm_XP_005990702.1						
OG0029329												lcm_XP_005990786.1						
OG0029330												lcm_XP_005990788.1						
OG0029331												lcm_XP_005990789.1						
OG0029332												lcm_XP_005990837.1						
OG0029333												lcm_XP_005990842.1						
OG0029334												lcm_XP_005990888.1						
OG0029335												lcm_XP_005990924.2						
OG0029336												lcm_XP_005990977.1						
OG0029337												lcm_XP_005990987.1						
OG0029338												lcm_XP_005991016.1						
OG0029339												lcm_XP_005991030.1						
OG0029340												lcm_XP_005991054.1						
OG0029341												lcm_XP_005991057.2						
OG0029342												lcm_XP_005991062.1						
OG0029343												lcm_XP_005991076.1						
OG0029344												lcm_XP_005991096.1						
OG0029345												lcm_XP_005991120.1						
OG0029346												lcm_XP_005991126.1						
OG0029347												lcm_XP_005991127.1						
OG0029348												lcm_XP_005991188.1						
OG0029349												lcm_XP_005991219.1						
OG0029350												lcm_XP_005991224.1						
OG0029351												lcm_XP_005991231.1						
OG0029352												lcm_XP_005991233.1						
OG0029353												lcm_XP_005991281.1						
OG0029354												lcm_XP_005991284.1						
OG0029355												lcm_XP_005991309.1						
OG0029356												lcm_XP_005991310.2						
OG0029357												lcm_XP_005991311.1						
OG0029358												lcm_XP_005991331.1						
OG0029359												lcm_XP_005991342.1						
OG0029360												lcm_XP_005991355.1						
OG0029361												lcm_XP_005991356.2						
OG0029362												lcm_XP_005991360.1						
OG0029363												lcm_XP_005991380.1						
OG0029364												lcm_XP_005991406.1						
OG0029365												lcm_XP_005991461.2						
OG0029366												lcm_XP_005991462.2						
OG0029367												lcm_XP_005991473.1						
OG0029368												lcm_XP_005991475.1						
OG0029369												lcm_XP_005991476.1						
OG0029370												lcm_XP_005991477.1						
OG0029371												lcm_XP_005991515.1						
OG0029372												lcm_XP_005991558.1						
OG0029373												lcm_XP_005991565.1						
OG0029374												lcm_XP_005991606.1						
OG0029375												lcm_XP_005991607.1						
OG0029376												lcm_XP_005991608.1						
OG0029377												lcm_XP_005991654.1						
OG0029378												lcm_XP_005991679.2						
OG0029379												lcm_XP_005991739.1						
OG0029380												lcm_XP_005991743.1						
OG0029381												lcm_XP_005991746.1						
OG0029382												lcm_XP_005991747.1						
OG0029383												lcm_XP_005991756.1						
OG0029384												lcm_XP_005991764.2						
OG0029385												lcm_XP_005991775.1						
OG0029386												lcm_XP_005991796.1						
OG0029387												lcm_XP_005991829.1						
OG0029388												lcm_XP_005991835.1						
OG0029389												lcm_XP_005991849.1						
OG0029390												lcm_XP_005991893.1						
OG0029391												lcm_XP_005991896.1						
OG0029392												lcm_XP_005991914.1						
OG0029393												lcm_XP_005991929.1						
OG0029394												lcm_XP_005991947.1						
OG0029395												lcm_XP_005991956.1						
OG0029396												lcm_XP_005991962.1						
OG0029397												lcm_XP_005991990.1						
OG0029398												lcm_XP_005992007.1						
OG0029399												lcm_XP_005992053.2						
OG0029400												lcm_XP_005992057.1						
OG0029401												lcm_XP_005992131.1						
OG0029402												lcm_XP_005992135.1						
OG0029403												lcm_XP_005992141.1						
OG0029404												lcm_XP_005992197.1						
OG0029405												lcm_XP_005992209.1						
OG0029406												lcm_XP_005992259.1						
OG0029407												lcm_XP_005992293.1						
OG0029408												lcm_XP_005992341.1						
OG0029409												lcm_XP_005992382.1						
OG0029410												lcm_XP_005992383.1						
OG0029411												lcm_XP_005992388.1						
OG0029412												lcm_XP_005992444.1						
OG0029413												lcm_XP_005992527.1						
OG0029414												lcm_XP_005992538.1						
OG0029415												lcm_XP_005992539.1						
OG0029416												lcm_XP_005992557.2						
OG0029417												lcm_XP_005992559.1						
OG0029418												lcm_XP_005992565.1						
OG0029419												lcm_XP_005992603.1						
OG0029420												lcm_XP_005992627.1						
OG0029421												lcm_XP_005992661.1						
OG0029422												lcm_XP_005992679.1						
OG0029423												lcm_XP_005992715.1						
OG0029424												lcm_XP_005992736.1						
OG0029425												lcm_XP_005992803.1						
OG0029426												lcm_XP_005992813.1						
OG0029427												lcm_XP_005992820.1						
OG0029428												lcm_XP_005992827.1						
OG0029429												lcm_XP_005992833.1						
OG0029430												lcm_XP_005992881.1						
OG0029431												lcm_XP_005992899.1						
OG0029432												lcm_XP_005992900.1						
OG0029433												lcm_XP_005992953.1						
OG0029434												lcm_XP_005992973.1						
OG0029435												lcm_XP_005992974.1						
OG0029436												lcm_XP_005992975.1						
OG0029437												lcm_XP_005992979.1						
OG0029438												lcm_XP_005992980.1						
OG0029439												lcm_XP_005992994.1						
OG0029440												lcm_XP_005992995.1						
OG0029441												lcm_XP_005993004.1						
OG0029442												lcm_XP_005993033.1						
OG0029443												lcm_XP_005993040.1						
OG0029444												lcm_XP_005993041.2						
OG0029445												lcm_XP_005993044.2						
OG0029446												lcm_XP_005993066.1						
OG0029447												lcm_XP_005993077.1						
OG0029448												lcm_XP_005993118.1						
OG0029449												lcm_XP_005993154.1						
OG0029450												lcm_XP_005993162.1						
OG0029451												lcm_XP_005993163.1						
OG0029452												lcm_XP_005993172.1						
OG0029453												lcm_XP_005993174.1						
OG0029454												lcm_XP_005993220.1						
OG0029455												lcm_XP_005993269.1						
OG0029456												lcm_XP_005993277.1						
OG0029457												lcm_XP_005993325.2						
OG0029458												lcm_XP_005993365.1						
OG0029459												lcm_XP_005993405.1						
OG0029460												lcm_XP_005993406.1						
OG0029461												lcm_XP_005993408.1						
OG0029462												lcm_XP_005993415.1						
OG0029463												lcm_XP_005993426.1						
OG0029464												lcm_XP_005993432.1						
OG0029465												lcm_XP_005993436.1						
OG0029466												lcm_XP_005993446.1						
OG0029467												lcm_XP_005993462.1						
OG0029468												lcm_XP_005993475.1						
OG0029469												lcm_XP_005993485.1						
OG0029470												lcm_XP_005993529.1						
OG0029471												lcm_XP_005993550.1						
OG0029472												lcm_XP_005993556.1						
OG0029473												lcm_XP_005993585.1						
OG0029474												lcm_XP_005993590.1						
OG0029475												lcm_XP_005993600.1						
OG0029476												lcm_XP_005993608.1						
OG0029477												lcm_XP_005993613.1						
OG0029478												lcm_XP_005993630.1						
OG0029479												lcm_XP_005993660.1						
OG0029480												lcm_XP_005993676.1						
OG0029481												lcm_XP_005993681.2						
OG0029482												lcm_XP_005993746.2						
OG0029483												lcm_XP_005993753.1						
OG0029484												lcm_XP_005993754.1						
OG0029485												lcm_XP_005993755.2						
OG0029486												lcm_XP_005993774.1						
OG0029487												lcm_XP_005993818.1						
OG0029488												lcm_XP_005993820.1						
OG0029489												lcm_XP_005993825.2						
OG0029490												lcm_XP_005993841.2						
OG0029491												lcm_XP_005993892.1						
OG0029492												lcm_XP_005993917.1						
OG0029493												lcm_XP_005993918.1						
OG0029494												lcm_XP_005993956.1						
OG0029495												lcm_XP_005993989.1						
OG0029496												lcm_XP_005994004.1						
OG0029497												lcm_XP_005994009.1						
OG0029498												lcm_XP_005994013.1						
OG0029499												lcm_XP_005994025.1						
OG0029500												lcm_XP_005994058.1						
OG0029501												lcm_XP_005994059.1						
OG0029502												lcm_XP_005994070.1						
OG0029503												lcm_XP_005994077.1						
OG0029504												lcm_XP_005994093.1						
OG0029505												lcm_XP_005994160.1						
OG0029506												lcm_XP_005994166.2						
OG0029507												lcm_XP_005994174.1						
OG0029508												lcm_XP_005994175.1						
OG0029509												lcm_XP_005994181.1						
OG0029510												lcm_XP_005994199.1						
OG0029511												lcm_XP_005994205.1						
OG0029512												lcm_XP_005994225.1						
OG0029513												lcm_XP_005994231.1						
OG0029514												lcm_XP_005994320.2						
OG0029515												lcm_XP_005994375.1						
OG0029516												lcm_XP_005994378.1						
OG0029517												lcm_XP_005994406.1						
OG0029518												lcm_XP_005994470.1						
OG0029519												lcm_XP_005994482.1						
OG0029520												lcm_XP_005994522.1						
OG0029521												lcm_XP_005994536.1						
OG0029522												lcm_XP_005994545.1						
OG0029523												lcm_XP_005994571.1						
OG0029524												lcm_XP_005994630.1						
OG0029525												lcm_XP_005994644.1						
OG0029526												lcm_XP_005994658.1						
OG0029527												lcm_XP_005994778.1						
OG0029528												lcm_XP_005994797.1						
OG0029529												lcm_XP_005994818.1						
OG0029530												lcm_XP_005994852.1						
OG0029531												lcm_XP_005994862.1						
OG0029532												lcm_XP_005994913.1						
OG0029533												lcm_XP_005994935.2						
OG0029534												lcm_XP_005994938.1						
OG0029535												lcm_XP_005994974.1						
OG0029536												lcm_XP_005994982.1						
OG0029537												lcm_XP_005995074.2						
OG0029538												lcm_XP_005995081.2						
OG0029539												lcm_XP_005995133.1						
OG0029540												lcm_XP_005995134.1						
OG0029541												lcm_XP_005995138.1						
OG0029542												lcm_XP_005995241.1						
OG0029543												lcm_XP_005995265.1						
OG0029544												lcm_XP_005995314.1						
OG0029545												lcm_XP_005995315.2						
OG0029546												lcm_XP_005995316.1						
OG0029547												lcm_XP_005995330.2						
OG0029548												lcm_XP_005995404.1						
OG0029549												lcm_XP_005995449.2						
OG0029550												lcm_XP_005995453.2						
OG0029551												lcm_XP_005995507.1						
OG0029552												lcm_XP_005995524.1						
OG0029553												lcm_XP_005995531.2						
OG0029554												lcm_XP_005995543.1						
OG0029555												lcm_XP_005995581.1						
OG0029556												lcm_XP_005995643.1						
OG0029557												lcm_XP_005995644.2						
OG0029558												lcm_XP_005995645.2						
OG0029559												lcm_XP_005995648.1						
OG0029560												lcm_XP_005995654.1						
OG0029561												lcm_XP_005995690.1						
OG0029562												lcm_XP_005995729.1						
OG0029563												lcm_XP_005995734.1						
OG0029564												lcm_XP_005995812.1						
OG0029565												lcm_XP_005995868.1						
OG0029566												lcm_XP_005995879.2						
OG0029567												lcm_XP_005995889.1						
OG0029568												lcm_XP_005995932.1						
OG0029569												lcm_XP_005995957.1						
OG0029570												lcm_XP_005995958.1						
OG0029571												lcm_XP_005995976.1						
OG0029572												lcm_XP_005995986.1						
OG0029573												lcm_XP_005995992.1						
OG0029574												lcm_XP_005996022.1						
OG0029575												lcm_XP_005996067.1						
OG0029576												lcm_XP_005996068.1						
OG0029577												lcm_XP_005996146.1						
OG0029578												lcm_XP_005996155.1						
OG0029579												lcm_XP_005996246.1						
OG0029580												lcm_XP_005996264.2						
OG0029581												lcm_XP_005996272.1						
OG0029582												lcm_XP_005996285.1						
OG0029583												lcm_XP_005996393.1						
OG0029584												lcm_XP_005996480.2						
OG0029585												lcm_XP_005996489.1						
OG0029586												lcm_XP_005996533.1						
OG0029587												lcm_XP_005996546.1						
OG0029588												lcm_XP_005996556.2						
OG0029589												lcm_XP_005996628.1						
OG0029590												lcm_XP_005996645.2						
OG0029591												lcm_XP_005996648.1						
OG0029592												lcm_XP_005996674.1						
OG0029593												lcm_XP_005996677.1						
OG0029594												lcm_XP_005996710.1						
OG0029595												lcm_XP_005996766.1						
OG0029596												lcm_XP_005996776.2						
OG0029597												lcm_XP_005996784.1						
OG0029598												lcm_XP_005996797.1						
OG0029599												lcm_XP_005996836.1						
OG0029600												lcm_XP_005996863.1						
OG0029601												lcm_XP_005996884.1						
OG0029602												lcm_XP_005996896.1						
OG0029603												lcm_XP_005996900.1						
OG0029604												lcm_XP_005996933.2						
