Orthogroup	adv	ath	aza	azd	azi
OG0011804		ath_NP_001117577.1			
OG0011805		ath_NP_001117580.1			
OG0011806		ath_NP_001117581.1			
OG0011807		ath_NP_001117586.1			
OG0011808		ath_NP_001117601.1			
OG0011809		ath_NP_001117604.1			
OG0011810		ath_NP_001117607.1			
OG0011811		ath_NP_001117609.1			
OG0011812		ath_NP_001117610.1			
OG0011813		ath_NP_001117617.1			
OG0011814		ath_NP_001118243.1			
OG0011815		ath_NP_001118244.1			
OG0011816		ath_NP_001118249.1			
OG0011817		ath_NP_001118252.1			
OG0011818		ath_NP_001118261.1			
OG0011819		ath_NP_001118272.1			
OG0011820		ath_NP_001118278.1			
OG0011821		ath_NP_001118279.1			
OG0011822		ath_NP_001118281.1			
OG0011823		ath_NP_001118285.1			
OG0011824		ath_NP_001118287.1			
OG0011825		ath_NP_001118288.1			
OG0011826		ath_NP_001118289.1			
OG0011827		ath_NP_001118290.2			
OG0011828		ath_NP_001118291.1			
OG0011829		ath_NP_001118294.1			
OG0011830		ath_NP_001118296.1			
OG0011831		ath_NP_001118299.1			
OG0011832		ath_NP_001118300.1			
OG0011833		ath_NP_001118303.1			
OG0011834		ath_NP_001118304.1			
OG0011835		ath_NP_001118310.1			
OG0011836		ath_NP_001118316.1			
OG0011837		ath_NP_001118320.1			
OG0011838		ath_NP_001118325.1			
OG0011839		ath_NP_001118326.1			
OG0011840		ath_NP_001118343.1			
OG0011841		ath_NP_001118344.1			
OG0011842		ath_NP_001118353.1			
OG0011843		ath_NP_001118354.1			
OG0011844		ath_NP_001118360.1			
OG0011845		ath_NP_001118362.1			
OG0011846		ath_NP_001118365.4			
OG0011847		ath_NP_001118366.1			
OG0011848		ath_NP_001118367.1			
OG0011849		ath_NP_001118372.1			
OG0011850		ath_NP_001118374.1			
OG0011851		ath_NP_001118379.1			
OG0011852		ath_NP_001118383.1			
OG0011853		ath_NP_001118387.1			
OG0011854		ath_NP_001118401.1			
OG0011855		ath_NP_001118404.1			
OG0011856		ath_NP_001118407.1			
OG0011857		ath_NP_001118410.1			
OG0011858		ath_NP_001118411.1			
OG0011859		ath_NP_001118412.1			
OG0011860		ath_NP_001118413.1			
OG0011861		ath_NP_001118421.1			
OG0011862		ath_NP_001118423.1			
OG0011863		ath_NP_001118429.1			
OG0011864		ath_NP_001118438.1			
OG0011865		ath_NP_001118457.1			
OG0011866		ath_NP_001118471.1			
OG0011867		ath_NP_001118481.1			
OG0011868		ath_NP_001118482.2			
OG0011869		ath_NP_001118492.1			
OG0011870		ath_NP_001118493.1			
OG0011871		ath_NP_001118522.1			
OG0011872		ath_NP_001118535.1			
OG0011873		ath_NP_001118538.1			
OG0011874		ath_NP_001118543.1			
OG0011875		ath_NP_001118548.1			
OG0011876		ath_NP_001118551.1			
OG0011877		ath_NP_001118553.1			
OG0011878		ath_NP_001118559.1			
OG0011879		ath_NP_001118569.1			
OG0011880		ath_NP_001118570.1			
OG0011881		ath_NP_001118574.1			
OG0011882		ath_NP_001118581.1			
OG0011883		ath_NP_001118583.1			
OG0011884		ath_NP_001118587.1			
OG0011885		ath_NP_001118596.1			
OG0011886		ath_NP_001118598.1			
OG0011887		ath_NP_001118600.1			
OG0011888		ath_NP_001118605.1			
OG0011889		ath_NP_001118610.1			
OG0011890		ath_NP_001118615.1			
OG0011891		ath_NP_001118618.1			
OG0011892		ath_NP_001118625.1			
OG0011893		ath_NP_001118629.1			
OG0011894		ath_NP_001118631.1			
OG0011895		ath_NP_001118632.1			
OG0011896		ath_NP_001118634.1			
OG0011897		ath_NP_001118635.1			
OG0011898		ath_NP_001118637.1			
OG0011899		ath_NP_001118638.1			
OG0011900		ath_NP_001118641.1			
OG0011901		ath_NP_001118643.1			
OG0011902		ath_NP_001118644.1			
OG0011903		ath_NP_001118645.1			
OG0011904		ath_NP_001118646.1			
OG0011905		ath_NP_001118649.1			
OG0011906		ath_NP_001118650.1			
OG0011907		ath_NP_001118654.1			
OG0011908		ath_NP_001118658.1			
OG0011909		ath_NP_001118671.1			
OG0011910		ath_NP_001118672.1			
OG0011911		ath_NP_001118674.1			
OG0011912		ath_NP_001118677.1			
OG0011913		ath_NP_001118678.1			
OG0011914		ath_NP_001118690.1			
OG0011915		ath_NP_001118692.1			
OG0011916		ath_NP_001118694.1			
OG0011917		ath_NP_001118700.1			
OG0011918		ath_NP_001118701.1			
OG0011919		ath_NP_001118702.1			
OG0011920		ath_NP_001118707.1			
OG0011921		ath_NP_001118719.1			
OG0011922		ath_NP_001118720.2			
OG0011923		ath_NP_001118721.1			
OG0011924		ath_NP_001118724.1			
OG0011925		ath_NP_001118725.1			
OG0011926		ath_NP_001118728.1			
OG0011927		ath_NP_001118729.1			
OG0011928		ath_NP_001118733.1			
OG0011929		ath_NP_001118734.1			
OG0011930		ath_NP_001118740.1			
OG0011931		ath_NP_001118743.1			
OG0011932		ath_NP_001118758.1			
OG0011933		ath_NP_001118761.1			
OG0011934		ath_NP_001118762.1			
OG0011935		ath_NP_001118770.1			
OG0011936		ath_NP_001118773.1			
OG0011937		ath_NP_001118778.1			
OG0011938		ath_NP_001118779.1			
OG0011939		ath_NP_001118781.1			
OG0011940		ath_NP_001118783.1			
OG0011941		ath_NP_001118786.1			
OG0011942		ath_NP_001118790.1			
OG0011943		ath_NP_001118792.1			
OG0011944		ath_NP_001118793.1			
OG0011945		ath_NP_001118797.1			
OG0011946		ath_NP_001118798.1			
OG0011947		ath_NP_001118799.1			
OG0011948		ath_NP_001118803.1			
OG0011949		ath_NP_001118804.1			
OG0011950		ath_NP_001118807.1			
OG0011951		ath_NP_001118827.1			
OG0011952		ath_NP_001118830.1			
OG0011953		ath_NP_001118834.1			
OG0011954		ath_NP_001118836.1			
OG0011955		ath_NP_001118844.1			
OG0011956		ath_NP_001118851.1			
OG0011957		ath_NP_001118856.1			
OG0011958		ath_NP_001118864.1			
OG0011959		ath_NP_001118873.1			
OG0011960		ath_NP_001118877.1			
OG0011961		ath_NP_001118882.1			
OG0011962		ath_NP_001118884.1			
OG0011963		ath_NP_001118887.1			
OG0011964		ath_NP_001118891.1			
OG0011965		ath_NP_001118892.1			
OG0011966		ath_NP_001118897.1			
OG0011967		ath_NP_001118901.1			
OG0011968		ath_NP_001118911.1			
OG0011969		ath_NP_001118912.1			
OG0011970		ath_NP_001118914.1			
OG0011971		ath_NP_001118917.1			
OG0011972		ath_NP_001118918.1			
OG0011973		ath_NP_001118923.1			
OG0011974		ath_NP_001118931.1			
OG0011975		ath_NP_001118937.1			
OG0011976		ath_NP_001118950.1			
OG0011977		ath_NP_001118959.1			
OG0011978		ath_NP_001118961.1			
OG0011979		ath_NP_001118978.1			
OG0011980		ath_NP_001118988.1			
OG0011981		ath_NP_001118991.1			
OG0011982		ath_NP_001118995.1			
OG0011983		ath_NP_001119021.1			
OG0011984		ath_NP_001119026.1			
OG0011985		ath_NP_001119034.1			
OG0011986		ath_NP_001119042.1			
OG0011987		ath_NP_001119044.1			
OG0011988		ath_NP_001119072.1			
OG0011989		ath_NP_001119076.1			
OG0011990		ath_NP_001119077.1			
OG0011991		ath_NP_001119078.1			
OG0011992		ath_NP_001119081.1			
OG0011993		ath_NP_001119090.1			
OG0011994		ath_NP_001119117.1			
OG0011995		ath_NP_001119118.1			
OG0011996		ath_NP_001119121.1			
OG0011997		ath_NP_001119128.1			
OG0011998		ath_NP_001119130.4			
OG0011999		ath_NP_001119132.1			
OG0012000		ath_NP_001119138.1			
OG0012001		ath_NP_001119139.1			
OG0012002		ath_NP_001119141.1			
OG0012003		ath_NP_001119146.1			
OG0012004		ath_NP_001119156.1			
OG0012005		ath_NP_001119164.1			
OG0012006		ath_NP_001119165.1			
OG0012007		ath_NP_001119167.1			
OG0012008		ath_NP_001119169.1			
OG0012009		ath_NP_001119172.1			
OG0012010		ath_NP_001119188.1			
OG0012011		ath_NP_001119201.1			
OG0012012		ath_NP_001119203.1			
OG0012013		ath_NP_001119209.1			
OG0012014		ath_NP_001119210.1			
OG0012015		ath_NP_001119211.1			
OG0012016		ath_NP_001119214.1			
OG0012017		ath_NP_001119226.1			
OG0012018		ath_NP_001119231.1			
OG0012019		ath_NP_001119243.1			
OG0012020		ath_NP_001119247.1			
OG0012021		ath_NP_001119250.1			
OG0012022		ath_NP_001119251.1			
OG0012023		ath_NP_001119256.1			
OG0012024		ath_NP_001119265.1			
OG0012025		ath_NP_001119269.1			
OG0012026		ath_NP_001119274.1			
OG0012027		ath_NP_001119279.1			
OG0012028		ath_NP_001119285.1			
OG0012029		ath_NP_001119288.1			
OG0012030		ath_NP_001119293.1			
OG0012031		ath_NP_001119301.1			
OG0012032		ath_NP_001119307.1			
OG0012033		ath_NP_001119333.1			
OG0012034		ath_NP_001119347.1			
OG0012035		ath_NP_001119348.1			
OG0012036		ath_NP_001119350.1			
OG0012037		ath_NP_001119351.1			
OG0012038		ath_NP_001119357.1			
OG0012039		ath_NP_001119360.1			
OG0012040		ath_NP_001119365.1			
OG0012041		ath_NP_001119369.1			
OG0012042		ath_NP_001119370.1			
OG0012043		ath_NP_001119379.1			
OG0012044		ath_NP_001119387.1			
OG0012045		ath_NP_001119408.1			
OG0012046		ath_NP_001119409.1			
OG0012047		ath_NP_001119414.1			
OG0012048		ath_NP_001119434.1			
OG0012049		ath_NP_001119442.1			
OG0012050		ath_NP_001119453.1			
OG0012051		ath_NP_001119476.1			
OG0012052		ath_NP_001119481.1			
OG0012053		ath_NP_001119493.1			
OG0012054		ath_NP_001119494.1			
OG0012055		ath_NP_001119507.1			
OG0012056		ath_NP_001119512.1			
OG0012057		ath_NP_001154198.1			
OG0012058		ath_NP_001154202.1			
OG0012059		ath_NP_001154203.1			
OG0012060		ath_NP_001154205.1			
OG0012061		ath_NP_001154208.1			
OG0012062		ath_NP_001154230.1			
OG0012063		ath_NP_001154244.1			
OG0012064		ath_NP_001154252.1			
OG0012065		ath_NP_001154291.1			
OG0012066		ath_NP_001154323.1			
OG0012067		ath_NP_001154333.1			
OG0012068		ath_NP_001154339.1			
OG0012069		ath_NP_001154371.1			
OG0012070		ath_NP_001154387.1			
OG0012071		ath_NP_001154395.1			
OG0012072		ath_NP_001154401.1			
OG0012073		ath_NP_001154408.1			
OG0012074		ath_NP_001154421.1			
OG0012075		ath_NP_001154433.1			
OG0012076		ath_NP_001154458.1			
OG0012077		ath_NP_001154474.1			
OG0012078		ath_NP_001154486.1			
OG0012079		ath_NP_001154489.1			
OG0012080		ath_NP_001154492.1			
OG0012081		ath_NP_001154498.1			
OG0012082		ath_NP_001154503.2			
OG0012083		ath_NP_001154505.1			
OG0012084		ath_NP_001154527.1			
OG0012085		ath_NP_001154533.1			
OG0012086		ath_NP_001154549.2			
OG0012087		ath_NP_001154576.1			
OG0012088		ath_NP_001154591.1			
OG0012089		ath_NP_001154623.1			
OG0012090		ath_NP_001154624.1			
OG0012091		ath_NP_001154625.1			
OG0012092		ath_NP_001154640.1			
OG0012093		ath_NP_001154656.1			
OG0012094		ath_NP_001154669.1			
OG0012095		ath_NP_001154670.1			
OG0012096		ath_NP_001154696.1			
OG0012097		ath_NP_001154701.1			
OG0012098		ath_NP_001154749.1			
OG0012099		ath_NP_001154759.1			
OG0012100		ath_NP_001154790.1			
OG0012101		ath_NP_001184952.1			
OG0012102		ath_NP_001184986.1			
OG0012103		ath_NP_001185059.1			
OG0012104		ath_NP_001185092.1			
OG0012105		ath_NP_001185102.1			
OG0012106		ath_NP_001185186.2			
OG0012107		ath_NP_001185189.1			
OG0012108		ath_NP_001185191.1			
OG0012109		ath_NP_001185205.1			
OG0012110		ath_NP_001185231.1			
OG0012111		ath_NP_001185321.1			
OG0012112		ath_NP_001185426.1			
OG0012113		ath_NP_001189619.1			
OG0012114		ath_NP_001189647.1			
OG0012115		ath_NP_001190005.1			
OG0012116		ath_NP_001190152.1			
OG0012117		ath_NP_001190172.1			
OG0012118		ath_NP_001190553.1			
OG0012119		ath_NP_001190640.1			
OG0012120		ath_NP_001190653.1			
OG0012121		ath_NP_001190677.1			
OG0012122		ath_NP_001190734.1			
OG0012123		ath_NP_001190774.1			
OG0012124		ath_NP_001318170.1			
OG0012125		ath_NP_001318185.1			
OG0012126		ath_NP_001318206.1			
OG0012127		ath_NP_001318207.1			
OG0012128		ath_NP_001318211.1			
OG0012129		ath_NP_001318213.1			
OG0012130		ath_NP_001318217.1			
OG0012131		ath_NP_001318218.1			
OG0012132		ath_NP_001318224.1			
OG0012133		ath_NP_001318228.1			
OG0012134		ath_NP_001318315.1			
OG0012135		ath_NP_001318350.1			
OG0012136		ath_NP_001318356.1			
OG0012137		ath_NP_001318374.1			
OG0012138		ath_NP_001318413.1			
OG0012139		ath_NP_001318438.1			
OG0012140		ath_NP_001318464.1			
OG0012141		ath_NP_001318482.1			
OG0012142		ath_NP_001318502.1			
OG0012143		ath_NP_001318565.1			
OG0012144		ath_NP_001318569.1			
OG0012145		ath_NP_001318595.1			
OG0012146		ath_NP_001318651.1			
OG0012147		ath_NP_001318676.1			
OG0012148		ath_NP_001318707.1			
OG0012149		ath_NP_001318719.1			
OG0012150		ath_NP_001318720.1			
OG0012151		ath_NP_001318726.1			
OG0012152		ath_NP_001318814.1			
OG0012153		ath_NP_001318822.1			
OG0012154		ath_NP_001318846.1			
OG0012155		ath_NP_001318877.1			
OG0012156		ath_NP_001318884.1			
OG0012157		ath_NP_001318906.1			
OG0012158		ath_NP_001318918.1			
OG0012159		ath_NP_001318924.1			
OG0012160		ath_NP_001318983.1			
OG0012161		ath_NP_001318985.1			
OG0012162		ath_NP_001319015.1			
OG0012163		ath_NP_001319059.1			
OG0012164		ath_NP_001319063.1			
OG0012165		ath_NP_001319079.1			
OG0012166		ath_NP_001319104.1			
OG0012167		ath_NP_001319129.1			
OG0012168		ath_NP_001319149.1			
OG0012169		ath_NP_001319156.1			
OG0012170		ath_NP_001319176.1			
OG0012171		ath_NP_001319203.1			
OG0012172		ath_NP_001319206.1			
OG0012173		ath_NP_001319232.1			
OG0012174		ath_NP_001319300.1			
OG0012175		ath_NP_001319316.1			
OG0012176		ath_NP_001319321.1			
OG0012177		ath_NP_001319370.1			
OG0012178		ath_NP_001319393.1			
OG0012179		ath_NP_001319400.1			
OG0012180		ath_NP_001319472.1			
OG0012181		ath_NP_001319519.1			
OG0012182		ath_NP_001319538.1			
OG0012183		ath_NP_001319590.1			
OG0012184		ath_NP_001319593.1			
OG0012185		ath_NP_001319594.1			
OG0012186		ath_NP_001319612.1			
OG0012187		ath_NP_001319626.1			
OG0012188		ath_NP_001319639.1			
OG0012189		ath_NP_001319648.1			
OG0012190		ath_NP_001319653.1			
OG0012191		ath_NP_001319654.1			
OG0012192		ath_NP_001319678.1			
OG0012193		ath_NP_001319708.1			
OG0012194		ath_NP_001319709.1			
OG0012195		ath_NP_001319723.1			
OG0012196		ath_NP_001319724.1			
OG0012197		ath_NP_001319728.1			
OG0012198		ath_NP_001319780.1			
OG0012199		ath_NP_001319807.1			
OG0012200		ath_NP_001319824.1			
OG0012201		ath_NP_001319871.1			
OG0012202		ath_NP_001319877.1			
OG0012203		ath_NP_001319974.1			
OG0012204		ath_NP_001320029.1			
OG0012205		ath_NP_001320102.1			
OG0012206		ath_NP_001320149.1			
OG0012207		ath_NP_001320152.1			
OG0012208		ath_NP_001320311.1			
OG0012209		ath_NP_001320520.1			
OG0012210		ath_NP_001320521.1			
OG0012211		ath_NP_001320578.1			
OG0012212		ath_NP_001320591.1			
OG0012213		ath_NP_001320600.1			
OG0012214		ath_NP_001320601.1			
OG0012215		ath_NP_001320683.1			
OG0012216		ath_NP_001320692.1			
OG0012217		ath_NP_001320734.1			
OG0012218		ath_NP_001320750.1			
OG0012219		ath_NP_001320754.1			
OG0012220		ath_NP_001320770.1			
OG0012221		ath_NP_001320824.1			
OG0012222		ath_NP_001320826.1			
OG0012223		ath_NP_001320843.1			
OG0012224		ath_NP_001320879.1			
OG0012225		ath_NP_001320952.1			
OG0012226		ath_NP_001321011.1			
OG0012227		ath_NP_001321028.1			
OG0012228		ath_NP_001321043.1			
OG0012229		ath_NP_001321063.1			
OG0012230		ath_NP_001321068.1			
OG0012231		ath_NP_001321076.1			
OG0012232		ath_NP_001321092.1			
OG0012233		ath_NP_001321143.1			
OG0012234		ath_NP_001321156.1			
OG0012235		ath_NP_001321167.1			
OG0012236		ath_NP_001321197.1			
OG0012237		ath_NP_001321238.1			
OG0012238		ath_NP_001321240.1			
OG0012239		ath_NP_001321249.1			
OG0012240		ath_NP_001321287.1			
OG0012241		ath_NP_001321295.1			
OG0012242		ath_NP_001321372.1			
OG0012243		ath_NP_001321425.1			
OG0012244		ath_NP_001321428.1			
OG0012245		ath_NP_001321446.1			
OG0012246		ath_NP_001321480.1			
OG0012247		ath_NP_001321501.1			
OG0012248		ath_NP_001321520.1			
OG0012249		ath_NP_001321577.1			
OG0012250		ath_NP_001321589.1			
OG0012251		ath_NP_001321590.1			
OG0012252		ath_NP_001321674.1			
OG0012253		ath_NP_001321731.1			
OG0012254		ath_NP_001321800.1			
OG0012255		ath_NP_001321835.1			
OG0012256		ath_NP_001321922.1			
OG0012257		ath_NP_001321941.1			
OG0012258		ath_NP_001322010.1			
OG0012259		ath_NP_001322016.1			
OG0012260		ath_NP_001322033.1			
OG0012261		ath_NP_001322058.1			
OG0012262		ath_NP_001322076.1			
OG0012263		ath_NP_001322216.1			
OG0012264		ath_NP_001322231.1			
OG0012265		ath_NP_001322283.1			
OG0012266		ath_NP_001322302.1			
OG0012267		ath_NP_001322312.1			
OG0012268		ath_NP_001322350.1			
OG0012269		ath_NP_001322418.1			
OG0012270		ath_NP_001322433.1			
OG0012271		ath_NP_001322443.1			
OG0012272		ath_NP_001322568.1			
OG0012273		ath_NP_001322590.1			
OG0012274		ath_NP_001322604.1			
OG0012275		ath_NP_001322612.1			
OG0012276		ath_NP_001322613.1			
OG0012277		ath_NP_001322637.1			
OG0012278		ath_NP_001322697.1			
OG0012279		ath_NP_001322719.1			
OG0012280		ath_NP_001322734.1			
OG0012281		ath_NP_001322739.1			
OG0012282		ath_NP_001322819.1			
OG0012283		ath_NP_001322937.1			
OG0012284		ath_NP_001322989.1			
OG0012285		ath_NP_001323048.1			
OG0012286		ath_NP_001323136.1			
OG0012287		ath_NP_001323138.1			
OG0012288		ath_NP_001323189.1			
OG0012289		ath_NP_001323208.1			
OG0012290		ath_NP_001323215.1			
OG0012291		ath_NP_001323270.1			
OG0012292		ath_NP_001323283.1			
OG0012293		ath_NP_001323332.1			
OG0012294		ath_NP_001323333.1			
OG0012295		ath_NP_001323357.1			
OG0012296		ath_NP_001323443.1			
OG0012297		ath_NP_001323486.1			
OG0012298		ath_NP_001323493.1			
OG0012299		ath_NP_001323509.1			
OG0012300		ath_NP_001323510.1			
OG0012301		ath_NP_001323511.1			
OG0012302		ath_NP_001323526.1			
OG0012303		ath_NP_001323576.1			
OG0012304		ath_NP_001323624.1			
OG0012305		ath_NP_001323643.1			
OG0012306		ath_NP_001323662.1			
OG0012307		ath_NP_001323675.1			
OG0012308		ath_NP_001323685.1			
OG0012309		ath_NP_001323686.1			
OG0012310		ath_NP_001323692.1			
OG0012311		ath_NP_001323707.1			
OG0012312		ath_NP_001323712.1			
OG0012313		ath_NP_001323720.1			
OG0012314		ath_NP_001323721.1			
OG0012315		ath_NP_001323825.1			
OG0012316		ath_NP_001323877.1			
OG0012317		ath_NP_001323934.1			
OG0012318		ath_NP_001323942.1			
OG0012319		ath_NP_001323944.1			
OG0012320		ath_NP_001324028.1			
OG0012321		ath_NP_001324079.1			
OG0012322		ath_NP_001324086.1			
OG0012323		ath_NP_001324106.1			
OG0012324		ath_NP_001324151.1			
OG0012325		ath_NP_001324152.1			
OG0012326		ath_NP_001324153.1			
OG0012327		ath_NP_001324154.1			
OG0012328		ath_NP_001324155.1			
OG0012329		ath_NP_001324156.1			
OG0012330		ath_NP_001324167.1			
OG0012331		ath_NP_001324298.1			
OG0012332		ath_NP_001324306.1			
OG0012333		ath_NP_001324320.1			
OG0012334		ath_NP_001324321.1			
OG0012335		ath_NP_001324322.1			
OG0012336		ath_NP_001324329.1			
OG0012337		ath_NP_001324347.1			
OG0012338		ath_NP_001324364.1			
OG0012339		ath_NP_001324385.1			
OG0012340		ath_NP_001324392.1			
OG0012341		ath_NP_001324404.1			
OG0012342		ath_NP_001324405.1			
OG0012343		ath_NP_001324406.1			
OG0012344		ath_NP_001324407.1			
OG0012345		ath_NP_001324408.1			
OG0012346		ath_NP_001324436.1			
OG0012347		ath_NP_001324444.1			
OG0012348		ath_NP_001324548.1			
OG0012349		ath_NP_001324636.1			
OG0012350		ath_NP_001324653.1			
OG0012351		ath_NP_001324670.1			
OG0012352		ath_NP_001324692.1			
OG0012353		ath_NP_001324713.1			
OG0012354		ath_NP_001324754.1			
OG0012355		ath_NP_001324793.1			
OG0012356		ath_NP_001324797.1			
OG0012357		ath_NP_001324804.1			
OG0012358		ath_NP_001324882.1			
OG0012359		ath_NP_001324960.1			
OG0012360		ath_NP_001324977.1			
OG0012361		ath_NP_001325034.1			
OG0012362		ath_NP_001325057.1			
OG0012363		ath_NP_001325088.1			
OG0012364		ath_NP_001325118.1			
OG0012365		ath_NP_001325120.1			
OG0012366		ath_NP_001325121.1			
OG0012367		ath_NP_001325122.1			
OG0012368		ath_NP_001325123.1			
OG0012369		ath_NP_001325124.1			
OG0012370		ath_NP_001325169.1			
OG0012371		ath_NP_001325197.1			
OG0012372		ath_NP_001325250.1			
OG0012373		ath_NP_001325273.1			
OG0012374		ath_NP_001325304.1			
OG0012375		ath_NP_001325330.1			
OG0012376		ath_NP_001325332.1			
OG0012377		ath_NP_001325333.1			
OG0012378		ath_NP_001325334.1			
OG0012379		ath_NP_001325335.1			
OG0012380		ath_NP_001325351.1			
OG0012381		ath_NP_001325388.1			
OG0012382		ath_NP_001325414.1			
OG0012383		ath_NP_001325467.1			
OG0012384		ath_NP_001325490.1			
OG0012385		ath_NP_001325553.1			
OG0012386		ath_NP_001325563.1			
OG0012387		ath_NP_001325655.1			
OG0012388		ath_NP_001325661.1			
OG0012389		ath_NP_001325665.1			
OG0012390		ath_NP_001325745.1			
OG0012391		ath_NP_001325758.1			
OG0012392		ath_NP_001325761.1			
OG0012393		ath_NP_001325822.1			
OG0012394		ath_NP_001325843.1			
OG0012395		ath_NP_001325945.1			
OG0012396		ath_NP_001326023.1			
OG0012397		ath_NP_001326025.1			
OG0012398		ath_NP_001326051.1			
OG0012399		ath_NP_001326109.1			
OG0012400		ath_NP_001326112.1			
OG0012401		ath_NP_001326149.1			
OG0012402		ath_NP_001326181.1			
OG0012403		ath_NP_001326275.1			
OG0012404		ath_NP_001326288.1			
OG0012405		ath_NP_001326330.1			
OG0012406		ath_NP_001326408.1			
OG0012407		ath_NP_001326418.1			
OG0012408		ath_NP_001326494.1			
OG0012409		ath_NP_001326495.1			
OG0012410		ath_NP_001326506.1			
OG0012411		ath_NP_001326535.1			
OG0012412		ath_NP_001326580.1			
OG0012413		ath_NP_001326625.1			
OG0012414		ath_NP_001326634.1			
OG0012415		ath_NP_001326681.1			
OG0012416		ath_NP_001326700.1			
OG0012417		ath_NP_001326727.1			
OG0012418		ath_NP_001326758.1			
OG0012419		ath_NP_001326845.1			
OG0012420		ath_NP_001326880.1			
OG0012421		ath_NP_001326883.1			
OG0012422		ath_NP_001326947.1			
OG0012423		ath_NP_001326971.1			
OG0012424		ath_NP_001326973.1			
OG0012425		ath_NP_001326975.1			
OG0012426		ath_NP_001326984.1			
OG0012427		ath_NP_001326986.1			
OG0012428		ath_NP_001327126.1			
OG0012429		ath_NP_001327127.1			
OG0012430		ath_NP_001327203.1			
OG0012431		ath_NP_001327250.1			
OG0012432		ath_NP_001327251.1			
OG0012433		ath_NP_001327324.1			
OG0012434		ath_NP_001327331.1			
OG0012435		ath_NP_001327333.1			
OG0012436		ath_NP_001327352.1			
OG0012437		ath_NP_001327427.1			
OG0012438		ath_NP_001327428.1			
OG0012439		ath_NP_001327429.1			
OG0012440		ath_NP_001327430.1			
OG0012441		ath_NP_001327431.1			
OG0012442		ath_NP_001327573.1			
OG0012443		ath_NP_001327596.1			
OG0012444		ath_NP_001327719.1			
OG0012445		ath_NP_001327767.1			
OG0012446		ath_NP_001327774.1			
OG0012447		ath_NP_001327791.1			
OG0012448		ath_NP_001327845.1			
OG0012449		ath_NP_001327883.1			
OG0012450		ath_NP_001327896.1			
OG0012451		ath_NP_001327898.1			
OG0012452		ath_NP_001327919.1			
OG0012453		ath_NP_001327949.1			
OG0012454		ath_NP_001327976.1			
OG0012455		ath_NP_001327994.1			
OG0012456		ath_NP_001327995.1			
OG0012457		ath_NP_001327997.1			
OG0012458		ath_NP_001328024.1			
OG0012459		ath_NP_001328026.1			
OG0012460		ath_NP_001328051.1			
OG0012461		ath_NP_001328117.1			
OG0012462		ath_NP_001328174.1			
OG0012463		ath_NP_001328186.1			
OG0012464		ath_NP_001328193.1			
OG0012465		ath_NP_001328207.1			
OG0012466		ath_NP_001328393.1			
OG0012467		ath_NP_001328411.1			
OG0012468		ath_NP_001328546.1			
OG0012469		ath_NP_001328611.1			
OG0012470		ath_NP_001328680.1			
OG0012471		ath_NP_001328714.1			
OG0012472		ath_NP_001328729.1			
OG0012473		ath_NP_001328733.1			
OG0012474		ath_NP_001328756.1			
OG0012475		ath_NP_001328813.1			
OG0012476		ath_NP_001328818.1			
OG0012477		ath_NP_001328828.1			
OG0012478		ath_NP_001328830.1			
OG0012479		ath_NP_001328865.1			
OG0012480		ath_NP_001328867.1			
OG0012481		ath_NP_001328886.1			
OG0012482		ath_NP_001328893.1			
OG0012483		ath_NP_001328911.1			
OG0012484		ath_NP_001328933.1			
OG0012485		ath_NP_001328934.1			
OG0012486		ath_NP_001328951.1			
OG0012487		ath_NP_001328954.1			
OG0012488		ath_NP_001328991.1			
OG0012489		ath_NP_001328995.1			
OG0012490		ath_NP_001328996.1			
OG0012491		ath_NP_001329058.1			
OG0012492		ath_NP_001329073.1			
OG0012493		ath_NP_001329125.1			
OG0012494		ath_NP_001329170.1			
OG0012495		ath_NP_001329228.1			
OG0012496		ath_NP_001329259.1			
OG0012497		ath_NP_001329282.1			
OG0012498		ath_NP_001329344.1			
OG0012499		ath_NP_001329386.1			
OG0012500		ath_NP_001329388.1			
OG0012501		ath_NP_001329409.1			
OG0012502		ath_NP_001329451.1			
OG0012503		ath_NP_001329516.1			
OG0012504		ath_NP_001329561.1			
OG0012505		ath_NP_001329632.1			
OG0012506		ath_NP_001329650.1			
OG0012507		ath_NP_001329863.1			
OG0012508		ath_NP_001329902.1			
OG0012509		ath_NP_001329944.1			
OG0012510		ath_NP_001329974.1			
OG0012511		ath_NP_001329983.1			
OG0012512		ath_NP_001330128.1			
OG0012513		ath_NP_001330233.1			
OG0012514		ath_NP_001330289.1			
OG0012515		ath_NP_001330346.1			
OG0012516		ath_NP_001330351.1			
OG0012517		ath_NP_001330413.1			
OG0012518		ath_NP_001330414.1			
OG0012519		ath_NP_001330463.1			
OG0012520		ath_NP_001330465.1			
OG0012521		ath_NP_001330466.1			
OG0012522		ath_NP_001330490.1			
OG0012523		ath_NP_001330521.1			
OG0012524		ath_NP_001330557.1			
OG0012525		ath_NP_001330586.1			
OG0012526		ath_NP_001330590.1			
OG0012527		ath_NP_001330593.1			
OG0012528		ath_NP_001330596.1			
OG0012529		ath_NP_001330709.1			
OG0012530		ath_NP_001330719.1			
OG0012531		ath_NP_001330732.1			
OG0012532		ath_NP_001330757.1			
OG0012533		ath_NP_001330759.1			
OG0012534		ath_NP_001330870.1			
OG0012535		ath_NP_001330889.1			
OG0012536		ath_NP_001331035.1			
OG0012537		ath_NP_001331074.1			
OG0012538		ath_NP_001331081.1			
